scenario_id,n_total,lambda0,cens_prop,prev,hr_overall,rel,hr_pos,hr_neg,true_hr_mix,true_rmst6,true_rmst12,true_mile6,true_mile12,replications
820,1000,0.0577622650466621,0.1,0.5,0.8,0.7,0.56,1.04,0.8,0.175012396910875,0.591877002517608,0.0533746440348403,0.0823148187149894,200
821,1000,0.0577622650466621,0.1,0.5,0.8,0.8,0.64,0.96,0.8,0.171884305567192,0.571430437838194,0.0519169696122203,0.0778849310547427,200
822,1000,0.0577622650466621,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762,200
823,1000,0.0577622650466621,0.1,0.5,0.9,0.7,0.63,1.17,0.9,0.0906845616756282,0.315762311405594,0.0281433834578279,0.0452988779510156,200
824,1000,0.0577622650466621,0.1,0.5,0.9,0.8,0.72,1.08,0.9,0.0868251449983868,0.291143981150924,0.0263609631786382,0.0400631327801606,200
825,1000,0.0577622650466621,0.1,0.5,0.9,0.9,0.81,0.99,0.9,0.0845103720178813,0.276394709747924,0.0252922042542544,0.0369298164812857,200
826,1000,0.0577622650466621,0.1,0.5,1.0,0.7,0.7,1.3,1.0,0.0083593390572733,0.0520111468368007,0.0038254245916433,0.010849202425288,200
827,1000,0.0577622650466621,0.1,0.5,1.0,0.8,0.8,1.2,1.0,0.0037141792746844,0.0230899886339859,0.0016993381342755,0.0048122295732898,200
828,1000,0.0577622650466621,0.1,0.5,1.0,0.9,0.9,1.1,1.0,0.0009283824759851,0.0057685891336376,0.0004247069884576,0.001201613518275,200
829,1000,0.0577622650466621,0.3,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.257479801508493,0.854859020745453,0.0777132742833485,0.116329241402886,200
830,1000,0.0577622650466621,0.3,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.25720130178379,0.852957476896103,0.0775814260183892,0.11590374126325,200
831,1000,0.0577622650466621,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104,200
832,1000,0.0577622650466621,0.3,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.170019578017961,0.559327746656114,0.0510501271758563,0.0752776335429957,200
833,1000,0.0577622650466621,0.3,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.169664008571582,0.556953118934194,0.0508831226174672,0.0747549036178605,200
834,1000,0.0577622650466621,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.169452581201298,0.55555370730667,0.050784135639347,0.0744489272216842,200
835,1000,0.0577622650466621,0.3,0.1,0.9,0.7,0.63,0.93,0.9,0.0845264207354575,0.276598946913609,0.0253022874374631,0.036990149162255,200
836,1000,0.0577622650466621,0.3,0.1,0.9,0.8,0.72,0.92,0.9,0.0840865112761362,0.273724991469502,0.0250973095736422,0.0363678624723736,200
837,1000,0.0577622650466621,0.3,0.1,0.9,0.9,0.81,0.91,0.9,0.0838252274817259,0.272035080091452,0.0249760029996726,0.0360047678974331,200
838,1000,0.0577622650466621,0.3,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0009498413826491,0.0060349523411016,0.0004380989836862,0.0012792064626564,200
839,1000,0.0577622650466621,0.3,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0004189200048205,0.0026414425673397,0.0001926851060749,0.0005565565703458,200
840,1000,0.0577622650466621,0.3,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0001039332867103,0.0006504502467983,4.7673763319156e-05,0.0001362489451393,200
841,1000,0.0577622650466621,0.3,0.3,0.7,0.7,0.49,0.79,0.7,0.258895078476755,0.864410763707223,0.0783805212868109,0.118448393706411,200
842,1000,0.0577622650466621,0.3,0.3,0.7,0.8,0.56,0.76,0.7,0.257828529831753,0.85717827673342,0.0778768374445287,0.116838080617486,200
843,1000,0.0577622650466621,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739,200
844,1000,0.0577622650466621,0.3,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.171823475688715,0.571217135473749,0.0518933552786658,0.0778691993897089,200
845,1000,0.0577622650466621,0.3,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.170463136776407,0.56220242569845,0.0512562321203144,0.0758961212048063,200
846,1000,0.0577622650466621,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779,200
847,1000,0.0577622650466621,0.3,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0867544689296125,0.290942089953944,0.0263348802933684,0.0400613023575476,200
848,1000,0.0577622650466621,0.3,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0850731289756625,0.280052234002468,0.0255539437935669,0.0377185701427303,200
849,1000,0.0577622650466621,0.3,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0840709921869038,0.273605444850251,0.0250896008947581,0.0363390437122686,200
850,1000,0.0577622650466621,0.3,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0036343719336766,0.0229170501169662,0.0016715660411816,0.004829536285083,200
851,1000,0.0577622650466621,0.3,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0016071805539947,0.0100822807833687,0.0007378307018689,0.0021160091467135,200
852,1000,0.0577622650466621,0.3,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0003998072941708,0.0024956978238659,0.0001832143535672,0.0005217250926591,200
853,1000,0.0577622650466621,0.3,0.5,0.7,0.7,0.49,0.91,0.7,0.261402532012465,0.881078670433864,0.0795562029385052,0.122105094512608,200
854,1000,0.0577622650466621,0.3,0.5,0.7,0.8,0.56,0.84,0.7,0.25894564551079,0.864619353284459,0.0784010396059736,0.118472866379973,200
855,1000,0.0577622650466621,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343,200
856,1000,0.0577622650466621,0.3,0.5,0.8,0.7,0.56,1.04,0.8,0.175012396910875,0.591877002517608,0.0533746440348403,0.0823148187149894,200
857,1000,0.0577622650466621,0.3,0.5,0.8,0.8,0.64,0.96,0.8,0.171884305567192,0.571430437838194,0.0519169696122203,0.0778849310547427,200
858,1000,0.0577622650466621,0.3,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762,200
859,1000,0.0577622650466621,0.3,0.5,0.9,0.7,0.63,1.17,0.9,0.0906845616756282,0.315762311405594,0.0281433834578279,0.0452988779510156,200
860,1000,0.0577622650466621,0.3,0.5,0.9,0.8,0.72,1.08,0.9,0.0868251449983868,0.291143981150924,0.0263609631786382,0.0400631327801606,200
861,1000,0.0577622650466621,0.3,0.5,0.9,0.9,0.81,0.99,0.9,0.0845103720178813,0.276394709747924,0.0252922042542544,0.0369298164812857,200
862,1000,0.0577622650466621,0.3,0.5,1.0,0.7,0.7,1.3,1.0,0.0083593390572733,0.0520111468368007,0.0038254245916433,0.010849202425288,200
863,1000,0.0577622650466621,0.3,0.5,1.0,0.8,0.8,1.2,1.0,0.0037141792746844,0.0230899886339859,0.0016993381342755,0.0048122295732898,200
864,1000,0.0577622650466621,0.3,0.5,1.0,0.9,0.9,1.1,1.0,0.0009283824759851,0.0057685891336376,0.0004247069884576,0.001201613518275,200
865,1000,0.115524530093324,0.0,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.427429510372726,1.19787713327576,0.116329241402886,0.130879255689512,200
866,1000,0.115524530093324,0.0,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.426478738448052,1.19230171492277,0.11590374126325,0.129770036627132,200
867,1000,0.115524530093324,0.0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242,200
868,1000,0.115524530093324,0.0,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.279663873328057,0.77053307333862,0.0752776335429957,0.0821236949680494,200
869,1000,0.115524530093324,0.0,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.278476559467097,0.7638587447545,0.0747549036178605,0.0808413525452349,200
870,1000,0.115524530093324,0.0,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.277776853653335,0.75999407017002,0.0744489272216842,0.0801100061561579,200
871,1000,0.115524530093324,0.0,0.1,0.9,0.7,0.63,0.93,0.9,0.138299473456804,0.377455141233208,0.036990149162255,0.0396830470436559,200
872,1000,0.115524530093324,0.0,0.1,0.9,0.8,0.72,0.92,0.9,0.136862495734751,0.369707483166559,0.0363678624723736,0.038246336498527,200
873,1000,0.115524530093324,0.0,0.1,0.9,0.9,0.81,0.91,0.9,0.136017540045726,0.36524064682251,0.0360047678974331,0.037432420577603,200
874,1000,0.115524530093324,0.0,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0030174761705508,0.0154347423614709,0.0012792064626564,0.0027322750426036,200
875,1000,0.115524530093324,0.0,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0013207212836698,0.0066554731384522,0.0005565565703458,0.0011619053148339,200
876,1000,0.115524530093324,0.0,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0003252251233991,0.0016154876460481,0.0001362489451393,0.0002782782851729,200
877,1000,0.115524530093324,0.0,0.3,0.7,0.7,0.49,0.79,0.7,0.432205381853612,1.2252699147069,0.118448393706411,0.136231244056074,200
878,1000,0.115524530093324,0.0,0.3,0.7,0.8,0.56,0.76,0.7,0.42858913836671,1.2043329769401,0.116838080617486,0.132108289205052,200
879,1000,0.115524530093324,0.0,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531,200
880,1000,0.115524530093324,0.0,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.285608567736874,0.803126953010086,0.0778691993897089,0.0882557174568489,200
881,1000,0.115524530093324,0.0,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.281101212849225,0.77814899716078,0.0758961212048063,0.0835128516154212,200
882,1000,0.115524530093324,0.0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567,200
883,1000,0.115524530093324,0.0,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.145471044976972,0.415066806338661,0.0400613023575476,0.0464921033893168,200
884,1000,0.115524530093324,0.0,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.140026117001234,0.386168223338199,0.0377185701427303,0.0412041583424546,200
885,1000,0.115524530093324,0.0,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.136802722425125,0.369296268164828,0.0363390437122686,0.0381562468959693,200
886,1000,0.115524530093324,0.0,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0114585250584831,0.0578076941790915,0.004829536285083,0.0101088345820379,200
887,1000,0.115524530093324,0.0,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0050411403916843,0.0251666400381474,0.0021160091467135,0.0043566140457682,200
888,1000,0.115524530093324,0.0,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0012478489119329,0.0061689304809355,0.0005217250926591,0.0010580045733567,200
889,1000,0.115524530093324,0.0,0.5,0.7,0.7,0.49,0.91,0.7,0.440539335216932,1.27173448866933,0.122105094512608,0.145100355609482,200
890,1000,0.115524530093324,0.0,0.5,0.7,0.8,0.56,0.84,0.7,0.432309676642229,1.22513984802445,0.118472866379973,0.13608823126892,200
891,1000,0.115524530093324,0.0,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456,200
892,1000,0.115524530093324,0.0,0.5,0.8,0.7,0.56,1.04,0.8,0.295938501258804,0.857994951043923,0.0823148187149894,0.0983041184969183,200
893,1000,0.115524530093324,0.0,0.5,0.8,0.8,0.64,0.96,0.8,0.285715218919097,0.802734577440045,0.0778849310547427,0.0880250093870658,200
894,1000,0.115524530093324,0.0,0.5,0.8,0.9,0.72,0.88,0.8,0.279588426751062,0.769724890947479,0.0752324367302762,0.081907734840079,200
895,1000,0.115524530093324,0.0,0.5,0.9,0.7,0.63,1.17,0.9,0.157881155702797,0.477915840757245,0.0452988779510156,0.0575271438400145,200
896,1000,0.115524530093324,0.0,0.5,0.9,0.8,0.72,1.08,0.9,0.145571990575462,0.414345124686378,0.0400631327801606,0.0461617860273842,200
897,1000,0.115524530093324,0.0,0.5,0.9,0.9,0.81,0.99,0.9,0.138197354873962,0.376412770368158,0.0369298164812857,0.0394126669039954,200
898,1000,0.115524530093324,0.0,0.5,1.0,0.7,0.7,1.3,1.0,0.0260055734184004,0.128107389594064,0.010849202425288,0.0219338152371057,200
899,1000,0.115524530093324,0.0,0.5,1.0,0.8,0.8,1.2,1.0,0.011544994316993,0.0566977803821764,0.0048122295732898,0.0096707742535117,200
900,1000,0.115524530093324,0.0,0.5,1.0,0.9,0.9,1.1,1.0,0.0028842945668188,0.0141387420584911,0.001201613518275,0.0024061147866448,200
901,1000,0.115524530093324,0.1,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.427429510372726,1.19787713327576,0.116329241402886,0.130879255689512,200
902,1000,0.115524530093324,0.1,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.426478738448052,1.19230171492277,0.11590374126325,0.129770036627132,200
903,1000,0.115524530093324,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242,200
904,1000,0.115524530093324,0.1,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.279663873328057,0.77053307333862,0.0752776335429957,0.0821236949680494,200
905,1000,0.115524530093324,0.1,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.278476559467097,0.7638587447545,0.0747549036178605,0.0808413525452349,200
906,1000,0.115524530093324,0.1,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.277776853653335,0.75999407017002,0.0744489272216842,0.0801100061561579,200
907,1000,0.115524530093324,0.1,0.1,0.9,0.7,0.63,0.93,0.9,0.138299473456804,0.377455141233208,0.036990149162255,0.0396830470436559,200
908,1000,0.115524530093324,0.1,0.1,0.9,0.8,0.72,0.92,0.9,0.136862495734751,0.369707483166559,0.0363678624723736,0.038246336498527,200
909,1000,0.115524530093324,0.1,0.1,0.9,0.9,0.81,0.91,0.9,0.136017540045726,0.36524064682251,0.0360047678974331,0.037432420577603,200
910,1000,0.115524530093324,0.1,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0030174761705508,0.0154347423614709,0.0012792064626564,0.0027322750426036,200
911,1000,0.115524530093324,0.1,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0013207212836698,0.0066554731384522,0.0005565565703458,0.0011619053148339,200
912,1000,0.115524530093324,0.1,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0003252251233991,0.0016154876460481,0.0001362489451393,0.0002782782851729,200
913,1000,0.115524530093324,0.1,0.3,0.7,0.7,0.49,0.79,0.7,0.432205381853612,1.2252699147069,0.118448393706411,0.136231244056074,200
914,1000,0.115524530093324,0.1,0.3,0.7,0.8,0.56,0.76,0.7,0.42858913836671,1.2043329769401,0.116838080617486,0.132108289205052,200
915,1000,0.115524530093324,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531,200
916,1000,0.115524530093324,0.1,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.285608567736874,0.803126953010086,0.0778691993897089,0.0882557174568489,200
917,1000,0.115524530093324,0.1,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.281101212849225,0.77814899716078,0.0758961212048063,0.0835128516154212,200
918,1000,0.115524530093324,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567,200
919,1000,0.115524530093324,0.1,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.145471044976972,0.415066806338661,0.0400613023575476,0.0464921033893168,200
920,1000,0.115524530093324,0.1,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.140026117001234,0.386168223338199,0.0377185701427303,0.0412041583424546,200
921,1000,0.115524530093324,0.1,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.136802722425125,0.369296268164828,0.0363390437122686,0.0381562468959693,200
922,1000,0.115524530093324,0.1,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0114585250584831,0.0578076941790915,0.004829536285083,0.0101088345820379,200
923,1000,0.115524530093324,0.1,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0050411403916843,0.0251666400381474,0.0021160091467135,0.0043566140457682,200
924,1000,0.115524530093324,0.1,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0012478489119329,0.0061689304809355,0.0005217250926591,0.0010580045733567,200
925,1000,0.115524530093324,0.1,0.5,0.7,0.7,0.49,0.91,0.7,0.440539335216932,1.27173448866933,0.122105094512608,0.145100355609482,200
926,1000,0.115524530093324,0.1,0.5,0.7,0.8,0.56,0.84,0.7,0.432309676642229,1.22513984802445,0.118472866379973,0.13608823126892,200
927,1000,0.115524530093324,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456,200
928,1000,0.115524530093324,0.1,0.5,0.8,0.7,0.56,1.04,0.8,0.295938501258804,0.857994951043923,0.0823148187149894,0.0983041184969183,200
929,1000,0.115524530093324,0.1,0.5,0.8,0.8,0.64,0.96,0.8,0.285715218919097,0.802734577440045,0.0778849310547427,0.0880250093870658,200
930,1000,0.115524530093324,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.279588426751062,0.769724890947479,0.0752324367302762,0.081907734840079,200
931,1000,0.115524530093324,0.1,0.5,0.9,0.7,0.63,1.17,0.9,0.157881155702797,0.477915840757245,0.0452988779510156,0.0575271438400145,200
932,1000,0.115524530093324,0.1,0.5,0.9,0.8,0.72,1.08,0.9,0.145571990575462,0.414345124686378,0.0400631327801606,0.0461617860273842,200
933,1000,0.115524530093324,0.1,0.5,0.9,0.9,0.81,0.99,0.9,0.138197354873962,0.376412770368158,0.0369298164812857,0.0394126669039954,200
934,1000,0.115524530093324,0.1,0.5,1.0,0.7,0.7,1.3,1.0,0.0260055734184004,0.128107389594064,0.010849202425288,0.0219338152371057,200
935,1000,0.115524530093324,0.1,0.5,1.0,0.8,0.8,1.2,1.0,0.011544994316993,0.0566977803821764,0.0048122295732898,0.0096707742535117,200
936,1000,0.115524530093324,0.1,0.5,1.0,0.9,0.9,1.1,1.0,0.0028842945668188,0.0141387420584911,0.001201613518275,0.0024061147866448,200
937,1000,0.115524530093324,0.3,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.427429510372726,1.19787713327576,0.116329241402886,0.130879255689512,200
938,1000,0.115524530093324,0.3,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.426478738448052,1.19230171492277,0.11590374126325,0.129770036627132,200
939,1000,0.115524530093324,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242,200
940,1000,0.115524530093324,0.3,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.279663873328057,0.77053307333862,0.0752776335429957,0.0821236949680494,200
941,1000,0.115524530093324,0.3,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.278476559467097,0.7638587447545,0.0747549036178605,0.0808413525452349,200
942,1000,0.115524530093324,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.277776853653335,0.75999407017002,0.0744489272216842,0.0801100061561579,200
943,1000,0.115524530093324,0.3,0.1,0.9,0.7,0.63,0.93,0.9,0.138299473456804,0.377455141233208,0.036990149162255,0.0396830470436559,200
944,1000,0.115524530093324,0.3,0.1,0.9,0.8,0.72,0.92,0.9,0.136862495734751,0.369707483166559,0.0363678624723736,0.038246336498527,200
945,1000,0.115524530093324,0.3,0.1,0.9,0.9,0.81,0.91,0.9,0.136017540045726,0.36524064682251,0.0360047678974331,0.037432420577603,200
946,1000,0.115524530093324,0.3,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0030174761705508,0.0154347423614709,0.0012792064626564,0.0027322750426036,200
947,1000,0.115524530093324,0.3,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0013207212836698,0.0066554731384522,0.0005565565703458,0.0011619053148339,200
948,1000,0.115524530093324,0.3,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0003252251233991,0.0016154876460481,0.0001362489451393,0.0002782782851729,200
949,1000,0.115524530093324,0.3,0.3,0.7,0.7,0.49,0.79,0.7,0.432205381853612,1.2252699147069,0.118448393706411,0.136231244056074,200
950,1000,0.115524530093324,0.3,0.3,0.7,0.8,0.56,0.76,0.7,0.42858913836671,1.2043329769401,0.116838080617486,0.132108289205052,200
951,1000,0.115524530093324,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531,200
952,1000,0.115524530093324,0.3,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.285608567736874,0.803126953010086,0.0778691993897089,0.0882557174568489,200
953,1000,0.115524530093324,0.3,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.281101212849225,0.77814899716078,0.0758961212048063,0.0835128516154212,200
954,1000,0.115524530093324,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567,200
955,1000,0.115524530093324,0.3,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.145471044976972,0.415066806338661,0.0400613023575476,0.0464921033893168,200
956,1000,0.115524530093324,0.3,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.140026117001234,0.386168223338199,0.0377185701427303,0.0412041583424546,200
957,1000,0.115524530093324,0.3,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.136802722425125,0.369296268164828,0.0363390437122686,0.0381562468959693,200
958,1000,0.115524530093324,0.3,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0114585250584831,0.0578076941790915,0.004829536285083,0.0101088345820379,200
959,1000,0.115524530093324,0.3,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0050411403916843,0.0251666400381474,0.0021160091467135,0.0043566140457682,200
960,1000,0.115524530093324,0.3,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0012478489119329,0.0061689304809355,0.0005217250926591,0.0010580045733567,200
961,1000,0.115524530093324,0.3,0.5,0.7,0.7,0.49,0.91,0.7,0.440539335216932,1.27173448866933,0.122105094512608,0.145100355609482,200
962,1000,0.115524530093324,0.3,0.5,0.7,0.8,0.56,0.84,0.7,0.432309676642229,1.22513984802445,0.118472866379973,0.13608823126892,200
963,1000,0.115524530093324,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456,200
964,1000,0.115524530093324,0.3,0.5,0.8,0.7,0.56,1.04,0.8,0.295938501258804,0.857994951043923,0.0823148187149894,0.0983041184969183,200
965,1000,0.115524530093324,0.3,0.5,0.8,0.8,0.64,0.96,0.8,0.285715218919097,0.802734577440045,0.0778849310547427,0.0880250093870658,200
